"GEO_ID","NAME","B01003_001E","B01003_001M",
"Geography","Geographic Area Name","Estimate!!Total","Margin of Error!!Total",
"1500000US060014051003","Block Group 3, Census Tract 4051, Alameda County, California","1024","207",
"1500000US060014051004","Block Group 4, Census Tract 4051, Alameda County, California","687","166",
"1500000US060014051005","Block Group 5, Census Tract 4051, Alameda County, California","865","201",
"1500000US060014052001","Block Group 1, Census Tract 4052, Alameda County, California","1768","970",
"1500000US060014052002","Block Group 2, Census Tract 4052, Alameda County, California","1067","280",
"1500000US060014052003","Block Group 3, Census Tract 4052, Alameda County, California","1200","362",
"1500000US060014052004","Block Group 4, Census Tract 4052, Alameda County, California","1124","223",
"1500000US060014053011","Block Group 1, Census Tract 4053.01, Alameda County, California","924","220",
"1500000US060014053012","Block Group 2, Census Tract 4053.01, Alameda County, California","1237","410",
"1500000US060014053013","Block Group 3, Census Tract 4053.01, Alameda County, California","786","182",
"1500000US060014053021","Block Group 1, Census Tract 4053.02, Alameda County, California","1094","228",
"1500000US060014053022","Block Group 2, Census Tract 4053.02, Alameda County, California","1193","336",
"1500000US060014054011","Block Group 1, Census Tract 4054.01, Alameda County, California","1588","344",
"1500000US060014054012","Block Group 2, Census Tract 4054.01, Alameda County, California","990","313",
"1500000US060014054013","Block Group 3, Census Tract 4054.01, Alameda County, California","1092","315",
"1500000US060014054021","Block Group 1, Census Tract 4054.02, Alameda County, California","2380","541",
"1500000US060014054022","Block Group 2, Census Tract 4054.02, Alameda County, California","1032","286",
"1500000US060014055001","Block Group 1, Census Tract 4055, Alameda County, California","1099","296",
"1500000US060014055002","Block Group 2, Census Tract 4055, Alameda County, California","856","403",
"1500000US060014055003","Block Group 3, Census Tract 4055, Alameda County, California","603","249",
"1500000US060014055004","Block Group 4, Census Tract 4055, Alameda County, California","1116","205",
"1500000US060014056001","Block Group 1, Census Tract 4056, Alameda County, California","857","260",
"1500000US060014056002","Block Group 2, Census Tract 4056, Alameda County, California","1053","375",
"1500000US060014056003","Block Group 3, Census Tract 4056, Alameda County, California","1261","260",
"1500000US060014057001","Block Group 1, Census Tract 4057, Alameda County, California","1420","308",
"1500000US060014057002","Block Group 2, Census Tract 4057, Alameda County, California","1133","476",
"1500000US060014057003","Block Group 3, Census Tract 4057, Alameda County, California","755","215",
"1500000US060014058001","Block Group 1, Census Tract 4058, Alameda County, California","712","283",
"1500000US060014058002","Block Group 2, Census Tract 4058, Alameda County, California","1502","470",
"1500000US060014058003","Block Group 3, Census Tract 4058, Alameda County, California","924","370",
"1500000US060014058004","Block Group 4, Census Tract 4058, Alameda County, California","793","319",
"1500000US060014059011","Block Group 1, Census Tract 4059.01, Alameda County, California","1897","599",
"1500000US060014059012","Block Group 2, Census Tract 4059.01, Alameda County, California","1049","327",
"1500000US060014059013","Block Group 3, Census Tract 4059.01, Alameda County, California","1284","450",
"1500000US060014059021","Block Group 1, Census Tract 4059.02, Alameda County, California","1559","309",
"1500000US060014059022","Block Group 2, Census Tract 4059.02, Alameda County, California","1570","330",
"1500000US060014060001","Block Group 1, Census Tract 4060, Alameda County, California","639","189",
