HOME_COUNTY_FIPS,STOP_DATE,STOP_COUNTY_FIPS,VISIT_CT,visit_ct_P8,visit_ct_P5,visit_ct_P3,visit_ct_P1,visit_ct_P05,visit_ct_P01,visit_ct_P005
06001,2019-03-01 00:00:00.000,04013,3,5,3,2,9,15,74,149
06001,2019-03-01 00:00:00.000,06001,561,664,803,974,1778,4327,19650,47811
06001,2019-03-01 00:00:00.000,06005,1,2,1,1,6,75,0,76
06001,2019-03-01 00:00:00.000,06013,22,23,42,46,62,144,351,879
06001,2019-03-01 00:00:00.000,06029,1,0,4,0,2,32,0,0
06001,2019-03-01 00:00:00.000,06037,1,0,0,0,0,1,68,7
06001,2019-03-01 00:00:00.000,06041,2,2,4,0,0,2,0,0
06001,2019-03-01 00:00:00.000,06047,1,1,0,6,0,0,7,8
06001,2019-03-01 00:00:00.000,06059,7,8,8,15,26,1,147,0
06001,2019-03-01 00:00:00.000,06061,2,0,6,10,0,8,31,0
06001,2019-03-01 00:00:00.000,06065,4,6,6,6,21,18,192,166
06001,2019-03-01 00:00:00.000,06071,1,1,2,0,14,29,10,0
06001,2019-03-01 00:00:00.000,06073,8,5,10,13,74,48,546,1694
06001,2019-03-01 00:00:00.000,06075,47,46,69,73,288,361,1628,3998
06001,2019-03-01 00:00:00.000,06077,11,11,11,31,33,176,367,679
06001,2019-03-01 00:00:00.000,06081,22,30,29,43,150,110,1085,1516
06001,2019-03-01 00:00:00.000,06085,39,42,75,68,130,251,1541,2160
06001,2019-03-01 00:00:00.000,06095,4,7,10,11,9,22,686,12
06001,2019-03-01 00:00:00.000,06109,1,0,0,16,29,0,90,0
06001,2019-03-01 00:00:00.000,06113,1,4,6,2,0,28,91,0
06001,2019-03-01 00:00:00.000,12011,1,5,0,0,0,30,0,0
06001,2019-03-01 00:00:00.000,12086,1,2,1,0,0,0,0,0
06001,2019-03-01 00:00:00.000,17031,2,2,2,6,24,48,0,0
06001,2019-03-01 00:00:00.000,32031,1,1,0,4,0,21,0,0
06001,2019-03-01 00:00:00.000,49035,1,3,0,0,12,23,135,456
06001,2019-03-01 00:00:00.000,49043,5,3,10,3,5,25,0,0
06001,2019-03-02 00:00:00.000,04013,1,2,0,7,6,0,0,0
06001,2019-03-02 00:00:00.000,06001,483,581,699,947,2094,3742,21521,37219
06001,2019-03-02 00:00:00.000,06013,20,23,33,43,38,175,1287,2736
06001,2019-03-02 00:00:00.000,06041,3,4,4,1,9,86,154,642
06001,2019-03-02 00:00:00.000,06043,2,4,2,13,22,72,756,502
06001,2019-03-02 00:00:00.000,06047,1,2,2,1,0,1,161,0
06001,2019-03-02 00:00:00.000,06059,8,8,8,14,9,0,62,647
06001,2019-03-02 00:00:00.000,06065,2,2,4,6,18,9,31,27
06001,2019-03-02 00:00:00.000,06067,12,11,12,29,34,74,193,1332
06001,2019-03-02 00:00:00.000,06073,6,3,11,0,10,0,87,778
06001,2019-03-02 00:00:00.000,06075,25,28,38,50,105,192,757,1859
06001,2019-03-02 00:00:00.000,06077,12,11,33,18,37,81,281,499
06001,2019-03-02 00:00:00.000,06081,8,6,9,15,59,135,290,755
06001,2019-03-02 00:00:00.000,06085,33,46,29,61,177,333,996,2610
06001,2019-03-02 00:00:00.000,06087,3,3,7,8,0,75,67,725
06001,2019-03-02 00:00:00.000,06099,1,0,0,4,0,18,0,0
06001,2019-03-02 00:00:00.000,12011,2,0,6,6,3,0,22,0
06001,2019-03-02 00:00:00.000,17031,2,2,4,9,3,0,0,127
06001,2019-03-02 00:00:00.000,37135,2,2,1,6,0,1,285,496
06001,2019-03-02 00:00:00.000,49043,5,10,9,14,6,21,365,103
06001,2019-03-03 00:00:00.000,04013,5,4,8,6,31,9,23,660
06001,2019-03-03 00:00:00.000,06001,395,428,544,702,1766,3256,14282,30941
06001,2019-03-03 00:00:00.000,06013,34,41,51,74,243,298,2238,2238
06001,2019-03-03 00:00:00.000,06037,2,0,3,5,10,21,0,94
06001,2019-03-03 00:00:00.000,06047,3,2,1,4,15,0,0,0
06001,2019-03-03 00:00:00.000,06059,4,3,4,8,0,28,0,0
06001,2019-03-03 00:00:00.000,06065,1,1,0,8,0,5,0,0
06001,2019-03-03 00:00:00.000,06067,5,4,15,0,8,13,191,1467
06001,2019-03-03 00:00:00.000,06071,2,3,2,11,27,56,0,0
06001,2019-03-03 00:00:00.000,06073,1,3,2,17,0,8,114,0
06001,2019-03-03 00:00:00.000,06075,27,23,41,49,105,188,1006,1920
06001,2019-03-03 00:00:00.000,06077,2,1,4,9,4,0,149,116
06001,2019-03-03 00:00:00.000,06081,16,20,29,38,41,155,309,640
06001,2019-03-03 00:00:00.000,06085,31,40,57,45,150,157,760,3679
06001,2019-03-03 00:00:00.000,06087,3,3,2,6,14,32,89,786
06001,2019-03-03 00:00:00.000,06095,1,0,1,24,11,19,46,0
06001,2019-03-03 00:00:00.000,06097,1,0,6,0,5,0,78,186
06001,2019-03-03 00:00:00.000,06099,3,1,2,7,13,52,90,877
06001,2019-03-03 00:00:00.000,22051,1,1,6,1,4,0,41,0
06001,2019-03-03 00:00:00.000,37135,3,4,5,9,29,18,132,0
06001,2019-03-03 00:00:00.000,48439,1,0,3,0,0,0,16,47
06001,2019-03-03 00:00:00.000,49043,1,2,1,7,13,0,0,161
06001,2019-03-04 00:00:00.000,04013,4,4,5,2,11,0,35,257
06001,2019-03-04 00:00:00.000,06001,510,589,745,988,2142,3709,19136,39354
06001,2019-03-04 00:00:00.000,06013,26,27,58,54,143,263,694,1016
06001,2019-03-04 00:00:00.000,06041,2,3,4,4,12,20,8,493
06001,2019-03-04 00:00:00.000,06075,43,47,49,110,206,269,1626,2002
06001,2019-03-04 00:00:00.000,06081,43,43,62,74,205,353,1827,2136
06001,2019-03-04 00:00:00.000,06085,33,37,50,49,113,225,559,2211
06001,2019-03-04 00:00:00.000,06087,1,2,1,1,4,0,0,0
06001,2019-03-04 00:00:00.000,06095,8,14,12,12,10,61,238,1584
06001,2019-03-04 00:00:00.000,06099,1,0,0,0,0,18,47,116
06001,2019-03-04 00:00:00.000,06113,3,6,3,18,7,18,66,0
06001,2019-03-04 00:00:00.000,12109,5,4,9,8,0,12,64,0
06001,2019-03-04 00:00:00.000,17031,1,0,1,0,26,15,40,0
06001,2019-03-04 00:00:00.000,22051,4,2,5,15,9,37,0,0
06001,2019-03-04 00:00:00.000,22071,2,3,0,8,75,0,11,32
06001,2019-03-04 00:00:00.000,29095,1,2,1,5,37,5,0,118
06001,2019-03-04 00:00:00.000,36081,1,1,2,2,2,0,0,0
06001,2019-03-04 00:00:00.000,36119,3,3,2,8,10,7,170,0
06001,2019-03-04 00:00:00.000,37063,2,1,1,9,19,4,0,59
06001,2019-03-04 00:00:00.000,37135,3,5,2,3,21,105,88,107
06001,2019-03-04 00:00:00.000,37183,1,1,1,3,2,0,0,0
06001,2019-03-04 00:00:00.000,42003,1,1,4,1,5,5,66,28
06001,2019-03-04 00:00:00.000,48453,3,7,1,0,26,34,585,28
06001,2019-03-04 00:00:00.000,49035,5,3,11,6,34,41,236,0
06001,2019-03-04 00:00:00.000,49043,1,0,2,4,3,0,0,25
06001,2019-03-05 00:00:00.000,04013,3,5,0,0,1,0,323,321
06001,2019-03-05 00:00:00.000,06001,524,592,675,972,1847,3925,18114,37362
06001,2019-03-05 00:00:00.000,06013,24,27,39,46,112,92,522,1469
06001,2019-03-05 00:00:00.000,06017,1,3,1,1,4,0,0,0
06001,2019-03-05 00:00:00.000,06041,5,4,6,0,0,0,0,130
06001,2019-03-05 00:00:00.000,06067,1,0,1,1,1,0,0,0
06001,2019-03-05 00:00:00.000,06075,36,35,49,50,239,233,1618,1586
06001,2019-03-05 00:00:00.000,06081,31,21,37,60,167,160,1190,2189
06001,2019-03-05 00:00:00.000,06085,32,36,32,44,111,324,1631,2426
06001,2019-03-05 00:00:00.000,06095,10,11,11,18,9,26,370,712
06001,2019-03-05 00:00:00.000,06099,5,4,13,6,52,5,190,33
06001,2019-03-05 00:00:00.000,06113,4,2,5,10,42,10,237,111
06001,2019-03-05 00:00:00.000,12109,4,6,7,7,52,13,0,0
06001,2019-03-05 00:00:00.000,17031,1,1,1,1,7,0,0,79
06001,2019-03-05 00:00:00.000,22051,1,1,1,0,4,69,0,0
06001,2019-03-05 00:00:00.000,22071,1,3,2,0,0,0,0,0
06001,2019-03-05 00:00:00.000,29095,2,0,2,0,0,3,224,379
06001,2019-03-05 00:00:00.000,36119,4,4,7,3,2,0,115,203
06001,2019-03-05 00:00:00.000,37135,1,1,3,0,12,0,0,94
06001,2019-03-05 00:00:00.000,37183,1,1,0,2,0,20,0,294
06001,2019-03-05 00:00:00.000,48201,4,2,4,10,6,7,11,0
06001,2019-03-06 00:00:00.000,04013,4,3,5,8,2,4,0,0
06001,2019-03-06 00:00:00.000,06001,487,540,637,820,1865,3897,20330,37595
06001,2019-03-06 00:00:00.000,06013,14,13,10,22,22,89,615,556
06001,2019-03-06 00:00:00.000,06017,5,8,5,11,19,8,25,46
06001,2019-03-06 00:00:00.000,06029,1,1,0,0,12,0,0,110
06001,2019-03-06 00:00:00.000,06037,1,1,1,4,0,0,221,0
06001,2019-03-06 00:00:00.000,06041,4,3,6,3,67,63,232,75
06001,2019-03-06 00:00:00.000,06047,1,1,0,0,31,16,0,0
06001,2019-03-06 00:00:00.000,06073,1,3,0,8,5,12,0,0
06001,2019-03-06 00:00:00.000,06075,49,57,72,81,152,341,1691,4892
06001,2019-03-06 00:00:00.000,06077,1,3,2,2,37,9,89,55
06001,2019-03-06 00:00:00.000,06081,36,35,52,40,135,228,641,2253
06001,2019-03-06 00:00:00.000,06085,30,34,25,59,91,306,1380,2319
06001,2019-03-06 00:00:00.000,06095,1,1,0,0,0,0,103,214
06001,2019-03-06 00:00:00.000,06113,2,2,2,2,16,8,330,565
06001,2019-03-06 00:00:00.000,12109,1,0,3,3,12,13,0,0
06001,2019-03-06 00:00:00.000,17031,2,1,3,14,5,2,0,0
06001,2019-03-06 00:00:00.000,22071,5,4,2,5,25,58,121,589
06001,2019-03-06 00:00:00.000,36119,6,5,5,13,32,22,96,463
06001,2019-03-06 00:00:00.000,37119,1,0,4,1,0,0,31,0
06001,2019-03-06 00:00:00.000,48453,1,0,2,4,0,0,19,91
06001,2019-03-07 00:00:00.000,04013,4,1,3,5,23,12,59,16
06001,2019-03-07 00:00:00.000,06001,532,624,692,989,2120,4272,20267,40180
06001,2019-03-07 00:00:00.000,06005,1,2,3,4,0,6,0,0
06001,2019-03-07 00:00:00.000,06013,21,27,35,28,102,191,391,2993
06001,2019-03-07 00:00:00.000,06017,3,9,1,1,36,53,102,98
06001,2019-03-07 00:00:00.000,06037,1,2,4,1,0,0,164,0
06001,2019-03-07 00:00:00.000,06041,5,7,3,6,3,22,60,7
06001,2019-03-07 00:00:00.000,06047,1,0,3,2,0,0,0,229
06001,2019-03-07 00:00:00.000,06073,3,3,5,2,49,0,0,0
06001,2019-03-07 00:00:00.000,06075,46,60,81,73,220,452,2338,4355
06001,2019-03-07 00:00:00.000,06077,1,2,2,0,0,3,0,0
06001,2019-03-07 00:00:00.000,06081,37,46,62,72,126,248,1761,3041
06001,2019-03-07 00:00:00.000,06085,33,34,35,64,89,114,864,1462
06001,2019-03-07 00:00:00.000,06095,7,14,7,11,20,16,188,341
06001,2019-03-07 00:00:00.000,06099,2,1,4,3,11,1,27,128
06001,2019-03-07 00:00:00.000,06113,2,1,3,0,4,17,365,166
06001,2019-03-07 00:00:00.000,15003,4,4,5,3,9,68,7,62
06001,2019-03-07 00:00:00.000,22071,10,7,15,13,3,66,260,1502
06001,2019-03-07 00:00:00.000,36119,2,2,3,0,2,7,12,310
06001,2019-03-07 00:00:00.000,41051,1,0,1,0,6,3,165,312
06001,2019-03-08 00:00:00.000,04013,1,4,3,0,4,30,0,0
06001,2019-03-08 00:00:00.000,06001,573,664,815,1090,2549,5051,23988,39983
06001,2019-03-08 00:00:00.000,06013,34,33,36,40,32,259,1483,3676
06001,2019-03-08 00:00:00.000,06019,1,3,0,3,9,27,123,18
06001,2019-03-08 00:00:00.000,06031,2,3,6,3,49,42,53,303
06001,2019-03-08 00:00:00.000,06037,10,7,9,21,62,20,615,79
06001,2019-03-08 00:00:00.000,06041,2,1,2,1,21,0,0,9
06001,2019-03-08 00:00:00.000,06061,1,2,0,0,0,0,72,172
06001,2019-03-08 00:00:00.000,06067,1,2,2,3,3,51,0,0
06001,2019-03-08 00:00:00.000,06073,5,4,2,11,27,3,111,336
06001,2019-03-08 00:00:00.000,06075,35,39,35,70,87,163,1070,2971
06001,2019-03-08 00:00:00.000,06077,4,6,3,6,53,38,211,586
06001,2019-03-08 00:00:00.000,06079,1,0,0,0,6,0,0,0
06001,2019-03-08 00:00:00.000,06081,47,56,72,77,138,360,1766,3439
06001,2019-03-08 00:00:00.000,06085,28,32,45,46,76,138,430,4868
06001,2019-03-08 00:00:00.000,06095,8,7,13,7,52,28,22,437
06001,2019-03-08 00:00:00.000,06099,2,3,2,0,0,22,44,0
06001,2019-03-08 00:00:00.000,06109,1,0,1,1,7,0,23,24
06001,2019-03-08 00:00:00.000,06113,2,2,1,8,4,6,67,50
06001,2019-03-08 00:00:00.000,15003,2,3,0,12,0,0,257,208
06001,2019-03-08 00:00:00.000,17031,2,2,4,1,0,0,7,0
06001,2019-03-08 00:00:00.000,22071,10,9,13,14,34,119,261,509
06001,2019-03-08 00:00:00.000,32003,14,16,14,16,12,34,0,40
06001,2019-03-08 00:00:00.000,36119,4,2,6,0,15,78,32,102
06001,2019-03-08 00:00:00.000,42003,2,1,2,0,15,29,0,21
06001,2019-03-08 00:00:00.000,53033,5,5,4,9,16,68,315,181
06001,2019-03-09 00:00:00.000,04013,5,2,2,4,8,23,534,1
06001,2019-03-09 00:00:00.000,06001,495,561,666,996,2249,3879,18232,39110
06001,2019-03-09 00:00:00.000,06013,21,17,18,30,44,300,1467,3504
06001,2019-03-09 00:00:00.000,06037,9,10,9,17,33,51,122,669
06001,2019-03-09 00:00:00.000,06041,4,6,3,20,14,59,124,49
06001,2019-03-09 00:00:00.000,06047,2,4,5,0,0,6,0,54
06001,2019-03-09 00:00:00.000,06061,1,1,0,0,0,0,5,3
06001,2019-03-09 00:00:00.000,06065,1,1,8,0,0,9,165,41
06001,2019-03-09 00:00:00.000,06067,9,8,13,7,45,56,187,140
06001,2019-03-09 00:00:00.000,06073,4,6,5,14,13,0,550,31
06001,2019-03-09 00:00:00.000,06075,36,51,57,83,118,441,1544,3476
06001,2019-03-09 00:00:00.000,06077,4,5,3,6,5,0,25,181
06001,2019-03-09 00:00:00.000,06081,30,32,45,61,147,251,1588,3824
06001,2019-03-09 00:00:00.000,06085,37,29,69,81,187,214,862,2832
06001,2019-03-09 00:00:00.000,06095,1,1,0,3,4,0,158,0
06001,2019-03-09 00:00:00.000,06099,1,4,0,0,12,8,0,391
06001,2019-03-09 00:00:00.000,06113,1,0,3,2,0,32,0,40
06001,2019-03-09 00:00:00.000,15003,5,7,12,8,31,2,38,178
06001,2019-03-09 00:00:00.000,17031,1,1,6,3,7,45,0,105
06001,2019-03-09 00:00:00.000,22051,3,3,6,11,0,6,91,259
06001,2019-03-09 00:00:00.000,22071,3,4,3,4,38,6,55,108
06001,2019-03-09 00:00:00.000,32003,16,13,9,27,70,27,405,60
06001,2019-03-09 00:00:00.000,32005,1,3,3,9,1,28,299,312
06001,2019-03-09 00:00:00.000,32031,3,1,3,8,6,38,385,0
06001,2019-03-09 00:00:00.000,48113,1,0,2,3,3,0,207,88
06001,2019-03-09 00:00:00.000,48201,9,10,8,18,24,95,340,1097
06001,2019-03-09 00:00:00.000,53033,7,9,4,29,39,52,317,494
06001,2019-03-10 00:00:00.000,04013,6,6,11,14,24,3,109,1291
06001,2019-03-10 00:00:00.000,06001,412,491,567,647,1529,3679,13920,32098
06001,2019-03-10 00:00:00.000,06005,1,2,0,0,15,9,44,85
06001,2019-03-10 00:00:00.000,06013,21,25,32,47,83,245,976,2721
06001,2019-03-10 00:00:00.000,06017,4,3,3,14,5,46,0,495
06001,2019-03-10 00:00:00.000,06037,11,8,21,36,42,112,420,544
06001,2019-03-10 00:00:00.000,06059,2,3,1,1,7,0,0,44
06001,2019-03-10 00:00:00.000,06065,4,4,0,7,2,74,113,85
06001,2019-03-10 00:00:00.000,06073,1,2,0,2,0,0,0,95
06001,2019-03-10 00:00:00.000,06075,15,16,16,16,81,182,665,2165
06001,2019-03-10 00:00:00.000,06079,1,1,1,4,0,0,0,0
06001,2019-03-10 00:00:00.000,06081,19,22,20,36,84,102,371,2624
06001,2019-03-10 00:00:00.000,06085,20,17,22,37,72,141,513,1471
06001,2019-03-10 00:00:00.000,06095,3,4,0,6,0,0,7,211
06001,2019-03-10 00:00:00.000,06097,6,3,3,9,60,87,340,540
06001,2019-03-10 00:00:00.000,06099,2,2,0,1,10,0,0,541
06001,2019-03-10 00:00:00.000,15003,4,3,0,5,13,35,122,52
06001,2019-03-10 00:00:00.000,32003,14,8,19,22,26,142,353,691
06001,2019-03-10 00:00:00.000,32031,3,1,3,2,8,0,233,65
06001,2019-03-10 00:00:00.000,48113,2,1,0,0,0,13,0,82
06001,2019-03-10 00:00:00.000,48201,5,7,21,9,14,122,498,563
06001,2019-03-10 00:00:00.000,53033,4,4,2,1,21,50,206,302
06001,2019-03-11 00:00:00.000,04013,4,6,5,3,0,44,38,23
06001,2019-03-11 00:00:00.000,06001,487,534,633,787,1778,3336,15819,35224
06001,2019-03-11 00:00:00.000,06013,13,16,26,11,67,110,414,1986
06001,2019-03-11 00:00:00.000,06037,5,5,10,15,30,83,189,127
06001,2019-03-11 00:00:00.000,06041,4,6,4,7,1,10,208,53
06001,2019-03-11 00:00:00.000,06059,5,5,13,8,1,65,198,87
06001,2019-03-11 00:00:00.000,06065,2,2,5,3,0,19,274,274
06001,2019-03-11 00:00:00.000,06075,53,55,64,103,162,208,1598,3541
06001,2019-03-11 00:00:00.000,06077,1,0,0,0,1,0,12,0
06001,2019-03-11 00:00:00.000,06079,1,3,2,1,0,0,6,0
06001,2019-03-11 00:00:00.000,06081,51,53,77,62,118,305,1469,1531
06001,2019-03-11 00:00:00.000,06085,48,52,60,65,221,425,1235,2185
06001,2019-03-11 00:00:00.000,06095,2,1,1,11,17,3,1,224
06001,2019-03-11 00:00:00.000,06099,1,3,5,0,0,24,0,5
06001,2019-03-11 00:00:00.000,06113,3,3,3,3,10,0,43,0
06001,2019-03-11 00:00:00.000,13063,1,1,0,0,0,6,0,0
06001,2019-03-11 00:00:00.000,15003,3,1,3,1,5,21,59,287
06001,2019-03-11 00:00:00.000,17031,1,3,3,3,0,5,3,57
06001,2019-03-11 00:00:00.000,32031,3,2,8,3,26,2,25,0
06001,2019-03-11 00:00:00.000,34013,2,1,1,0,1,22,0,0
06001,2019-03-11 00:00:00.000,37063,1,1,3,0,0,0,0,0
06001,2019-03-11 00:00:00.000,37183,6,6,17,6,18,14,30,526
06001,2019-03-11 00:00:00.000,48039,2,3,6,2,28,0,6,0
06001,2019-03-11 00:00:00.000,48113,5,3,2,8,0,23,35,0
06001,2019-03-11 00:00:00.000,48201,5,9,2,5,0,27,181,0
06001,2019-03-11 00:00:00.000,53033,6,9,6,2,6,39,184,206
06001,2019-03-12 00:00:00.000,04013,3,2,3,0,15,26,0,0
06001,2019-03-12 00:00:00.000,06001,470,549,590,772,2068,3504,15957,40464
06001,2019-03-12 00:00:00.000,06013,15,17,35,24,101,86,307,1775
06001,2019-03-12 00:00:00.000,06017,1,0,0,3,16,8,0,120
06001,2019-03-12 00:00:00.000,06037,6,13,4,8,15,17,5,554
06001,2019-03-12 00:00:00.000,06041,5,8,6,4,0,30,0,578
06001,2019-03-12 00:00:00.000,06065,4,3,2,4,33,34,136,578
06001,2019-03-12 00:00:00.000,06067,4,3,11,0,25,0,171,0
06001,2019-03-12 00:00:00.000,06075,59,78,81,125,236,521,2200,3052
06001,2019-03-12 00:00:00.000,06081,33,27,31,86,64,163,1188,1224
06001,2019-03-12 00:00:00.000,06085,39,41,54,73,43,183,1752,3383
06001,2019-03-12 00:00:00.000,06095,5,7,6,2,0,37,306,0
06001,2019-03-12 00:00:00.000,06113,6,5,11,10,25,33,20,343
06001,2019-03-12 00:00:00.000,15003,6,2,13,18,0,27,32,100
06001,2019-03-12 00:00:00.000,37183,5,11,5,3,29,35,107,115
06001,2019-03-12 00:00:00.000,48113,2,1,4,2,0,15,241,9
06001,2019-03-13 00:00:00.000,04013,3,4,1,6,3,33,87,170
06001,2019-03-13 00:00:00.000,06001,463,510,637,832,1899,2858,18430,28682
06001,2019-03-13 00:00:00.000,06013,20,25,22,29,130,69,633,3000
06001,2019-03-13 00:00:00.000,06037,2,1,3,7,23,4,153,0
06001,2019-03-13 00:00:00.000,06065,1,0,1,0,0,0,225,337
06001,2019-03-13 00:00:00.000,06075,60,73,79,126,289,569,2134,4794
06001,2019-03-13 00:00:00.000,06077,3,3,11,0,4,31,124,56
06001,2019-03-13 00:00:00.000,06081,48,39,44,88,150,209,1367,1924
06001,2019-03-13 00:00:00.000,06085,39,40,56,69,80,235,710,1615
06001,2019-03-13 00:00:00.000,06095,5,4,2,11,33,41,221,153
06001,2019-03-13 00:00:00.000,06113,1,4,2,1,13,0,62,58
06001,2019-03-13 00:00:00.000,13063,1,3,3,0,0,0,0,0
06001,2019-03-13 00:00:00.000,36061,3,5,5,10,0,0,0,323
06001,2019-03-13 00:00:00.000,37183,7,10,7,29,36,1,364,195
06001,2019-03-13 00:00:00.000,42003,3,3,5,7,15,0,44,268
06001,2019-03-14 00:00:00.000,04013,5,7,7,3,24,7,222,224
06001,2019-03-14 00:00:00.000,06001,511,571,692,861,1978,3834,17386,35309
06001,2019-03-14 00:00:00.000,06013,17,22,18,41,133,45,522,1469
06001,2019-03-14 00:00:00.000,06019,3,1,7,5,0,0,0,0
06001,2019-03-14 00:00:00.000,06037,3,6,7,10,23,19,58,967
06001,2019-03-14 00:00:00.000,06045,1,7,6,1,0,17,0,0
06001,2019-03-14 00:00:00.000,06047,1,0,0,8,0,0,10,331
06001,2019-03-14 00:00:00.000,06053,5,5,4,7,0,0,39,573
06001,2019-03-14 00:00:00.000,06067,3,1,2,3,40,22,340,244
06001,2019-03-14 00:00:00.000,06075,66,80,94,123,315,604,2077,5477
06001,2019-03-14 00:00:00.000,06081,43,41,57,65,225,253,2495,3291
06001,2019-03-14 00:00:00.000,06085,32,35,31,53,121,176,818,1627
06001,2019-03-14 00:00:00.000,06095,11,8,7,11,22,22,401,58
06001,2019-03-14 00:00:00.000,06097,1,3,1,2,1,0,214,0
06001,2019-03-14 00:00:00.000,06113,3,2,4,8,9,7,205,506
06001,2019-03-14 00:00:00.000,32003,2,0,7,5,6,20,38,15
06001,2019-03-14 00:00:00.000,34039,2,2,3,0,0,0,62,34
06001,2019-03-14 00:00:00.000,36061,3,7,5,12,0,121,89,238
06001,2019-03-14 00:00:00.000,42003,1,4,0,2,0,0,241,19
06001,2019-03-14 00:00:00.000,51107,2,6,4,9,0,0,0,17
06001,2019-03-14 00:00:00.000,53033,1,0,4,2,0,0,0,108
06001,2019-03-15 00:00:00.000,04013,3,1,1,8,3,66,41,0
06001,2019-03-15 00:00:00.000,06001,576,692,827,1042,2117,4695,22278,44399
06001,2019-03-15 00:00:00.000,06013,41,56,59,92,261,327,1813,2636
06001,2019-03-15 00:00:00.000,06017,4,1,7,1,9,51,8,50
06001,2019-03-15 00:00:00.000,06019,13,14,6,10,52,28,323,0
06001,2019-03-15 00:00:00.000,06031,1,0,0,3,0,9,0,322
06001,2019-03-15 00:00:00.000,06037,1,0,3,3,0,0,33,217
06001,2019-03-15 00:00:00.000,06041,3,4,8,1,3,0,0,0
06001,2019-03-15 00:00:00.000,06047,2,1,4,0,1,11,60,204
06001,2019-03-15 00:00:00.000,06053,14,22,13,21,24,5,333,141
06001,2019-03-15 00:00:00.000,06055,1,0,5,0,6,25,98,0
06001,2019-03-15 00:00:00.000,06061,2,5,2,4,1,0,92,346
06001,2019-03-15 00:00:00.000,06067,2,1,2,11,2,0,17,0
06001,2019-03-15 00:00:00.000,06075,77,115,71,140,275,684,2794,3188
06001,2019-03-15 00:00:00.000,06077,3,2,4,8,0,121,59,248
06001,2019-03-15 00:00:00.000,06081,53,65,68,74,196,493,1514,3459
06001,2019-03-15 00:00:00.000,06085,49,47,71,80,217,365,2572,4146
06001,2019-03-15 00:00:00.000,06095,6,13,7,7,19,45,118,505
06001,2019-03-15 00:00:00.000,06097,8,5,14,29,46,73,321,1746
06001,2019-03-15 00:00:00.000,06099,1,2,0,2,0,36,0,49
06001,2019-03-15 00:00:00.000,06111,1,1,0,2,9,11,19,62
06001,2019-03-15 00:00:00.000,06113,6,6,5,18,6,40,263,528
06001,2019-03-15 00:00:00.000,17031,1,2,1,2,1,0,80,52
06001,2019-03-15 00:00:00.000,32003,7,7,7,13,0,0,354,183
06001,2019-03-15 00:00:00.000,32029,3,6,5,0,18,0,13,258
06001,2019-03-15 00:00:00.000,51003,5,1,11,4,1,25,157,1344
06001,2019-03-15 00:00:00.000,51540,1,1,1,1,2,0,0,0
06001,2019-03-15 00:00:00.000,51760,5,8,3,3,2,73,227,123
06001,2019-03-15 00:00:00.000,53033,3,2,5,10,7,0,0,138
06001,2019-03-16 00:00:00.000,04013,3,3,5,0,3,0,145,102
06001,2019-03-16 00:00:00.000,06001,527,625,764,1001,2341,3757,21731,42275
06001,2019-03-16 00:00:00.000,06013,40,39,46,35,166,334,2240,2675
06001,2019-03-16 00:00:00.000,06019,9,12,9,13,10,0,95,0
06001,2019-03-16 00:00:00.000,06041,2,2,1,5,24,0,134,0
06001,2019-03-16 00:00:00.000,06047,2,1,3,1,14,16,28,34
06001,2019-03-16 00:00:00.000,06053,3,0,10,2,1,14,0,130
06001,2019-03-16 00:00:00.000,06055,1,5,0,6,33,0,0,39
06001,2019-03-16 00:00:00.000,06061,1,1,0,0,0,49,24,0
06001,2019-03-16 00:00:00.000,06067,9,8,9,9,45,107,149,1722
06001,2019-03-16 00:00:00.000,06075,31,42,43,62,54,220,1722,859
06001,2019-03-16 00:00:00.000,06077,2,3,2,7,0,71,64,657
06001,2019-03-16 00:00:00.000,06081,27,42,39,34,100,286,518,2440
06001,2019-03-16 00:00:00.000,06085,49,77,69,108,330,349,1711,4153
06001,2019-03-16 00:00:00.000,06095,9,13,6,16,10,0,450,619
06001,2019-03-16 00:00:00.000,06097,3,4,2,1,2,0,140,158
06001,2019-03-16 00:00:00.000,06099,3,8,8,10,0,65,69,294
06001,2019-03-16 00:00:00.000,06111,6,4,7,5,32,27,224,208
06001,2019-03-16 00:00:00.000,32003,10,13,15,20,16,105,147,572
06001,2019-03-16 00:00:00.000,32029,4,3,3,6,9,63,232,0
06001,2019-03-16 00:00:00.000,32031,14,13,26,12,14,63,391,1261
06001,2019-03-16 00:00:00.000,51003,2,1,1,2,2,9,0,42
06001,2019-03-16 00:00:00.000,53033,1,1,5,0,0,20,0,0
06001,2019-03-17 00:00:00.000,04013,4,6,5,9,4,43,40,229
06001,2019-03-17 00:00:00.000,06001,418,445,614,823,1901,3014,17799,23198
06001,2019-03-17 00:00:00.000,06005,1,1,2,0,11,3,0,0
06001,2019-03-17 00:00:00.000,06009,5,4,13,7,9,0,0,9
06001,2019-03-17 00:00:00.000,06013,19,26,29,56,96,179,643,854
06001,2019-03-17 00:00:00.000,06017,1,0,5,6,11,0,0,103
06001,2019-03-17 00:00:00.000,06021,1,3,1,0,15,0,120,0
06001,2019-03-17 00:00:00.000,06037,1,3,3,0,7,0,0,0
06001,2019-03-17 00:00:00.000,06041,2,2,6,3,0,0,0,0
06001,2019-03-17 00:00:00.000,06053,3,1,1,4,17,20,138,24
