HOME_COUNTY_FIPS,STOP_DATE,STOP_COUNTY_FIPS,VISIT_CT,visit_ct_P8,visit_ct_P5,visit_ct_P3,visit_ct_P1,visit_ct_P05,visit_ct_P01,visit_ct_P005
06021,2019-03-28 00:00:00.000,41033,1,0,1,8,8,0,134,280
06021,2019-03-29 00:00:00.000,06005,2,1,2,0,5,8,76,0
06021,2019-03-29 00:00:00.000,06007,3,7,6,6,0,7,1,336
06021,2019-03-29 00:00:00.000,06011,1,0,2,0,0,0,7,0
06021,2019-03-29 00:00:00.000,06021,8,13,15,8,32,72,277,240
06021,2019-03-29 00:00:00.000,06077,1,2,1,0,4,0,3,0
06021,2019-03-29 00:00:00.000,41029,2,2,0,5,0,22,16,222
06021,2019-03-29 00:00:00.000,41033,1,1,2,3,0,11,0,0
06021,2019-03-30 00:00:00.000,06007,4,3,3,4,36,26,227,668
06021,2019-03-30 00:00:00.000,06021,4,1,9,9,35,30,207,241
06021,2019-03-30 00:00:00.000,06103,2,5,5,14,10,3,6,25
06021,2019-03-30 00:00:00.000,41033,1,1,7,0,2,22,0,206
06021,2019-03-30 00:00:00.000,41039,1,0,1,0,34,19,0,330
06021,2019-03-31 00:00:00.000,06007,1,1,0,0,0,0,235,0
06021,2019-03-31 00:00:00.000,06021,2,4,5,10,0,0,135,373
06021,2019-03-31 00:00:00.000,06095,6,9,5,7,28,31,32,0
06021,2019-03-31 00:00:00.000,41033,1,3,0,3,6,6,67,0
06023,2019-03-01 00:00:00.000,06015,6,7,10,10,13,9,188,171
06023,2019-03-01 00:00:00.000,06023,44,49,58,98,266,264,1587,2435
06023,2019-03-02 00:00:00.000,06015,5,6,7,6,17,0,111,0
06023,2019-03-02 00:00:00.000,06023,39,38,58,89,174,376,1152,5508
06023,2019-03-02 00:00:00.000,06097,1,0,4,0,0,43,128,148
06023,2019-03-03 00:00:00.000,06023,41,40,62,63,166,521,1427,3871
06023,2019-03-03 00:00:00.000,06097,3,2,7,8,24,10,0,52
06023,2019-03-04 00:00:00.000,06023,38,36,40,63,100,231,1383,1998
06023,2019-03-05 00:00:00.000,06007,1,0,0,6,30,4,13,65
06023,2019-03-05 00:00:00.000,06023,40,43,67,64,220,425,1521,4724
06023,2019-03-06 00:00:00.000,06023,51,62,76,69,181,321,1640,3039
06023,2019-03-07 00:00:00.000,06023,41,55,59,57,142,185,1721,2769
06023,2019-03-07 00:00:00.000,06097,3,3,1,4,4,0,0,193
06023,2019-03-08 00:00:00.000,06023,57,82,75,101,212,401,1765,4303
06023,2019-03-09 00:00:00.000,06023,43,58,78,71,201,267,1243,3211
06023,2019-03-09 00:00:00.000,06099,1,2,2,6,1,44,0,0
06023,2019-03-10 00:00:00.000,04013,1,0,1,6,6,0,24,21
06023,2019-03-10 00:00:00.000,06023,28,35,44,36,72,159,269,1735
06023,2019-03-11 00:00:00.000,06023,35,32,60,60,151,240,848,1736
06023,2019-03-12 00:00:00.000,06023,40,50,68,79,86,324,1313,3014
06023,2019-03-13 00:00:00.000,06023,30,41,38,82,139,230,1115,1768
06023,2019-03-14 00:00:00.000,06023,41,45,67,79,184,571,1365,3348
06023,2019-03-15 00:00:00.000,06023,41,31,52,83,193,283,2277,2664
06023,2019-03-15 00:00:00.000,06093,1,0,1,1,0,0,4,79
06023,2019-03-16 00:00:00.000,06023,62,75,77,140,200,445,2003,3718
06023,2019-03-16 00:00:00.000,06093,2,1,0,2,1,51,0,0
06023,2019-03-17 00:00:00.000,06023,39,36,45,73,90,267,1394,4189
06023,2019-03-17 00:00:00.000,41047,1,1,3,0,0,0,0,0
06023,2019-03-18 00:00:00.000,06013,1,1,3,0,0,14,59,459
06023,2019-03-18 00:00:00.000,06023,30,35,28,61,188,323,1428,2672
06023,2019-03-18 00:00:00.000,06045,1,3,0,0,2,40,105,0
06023,2019-03-18 00:00:00.000,06095,1,0,3,3,0,0,4,12
06023,2019-03-18 00:00:00.000,06097,2,7,4,22,54,0,44,391
06023,2019-03-18 00:00:00.000,41047,1,1,5,2,0,16,0,59
06023,2019-03-19 00:00:00.000,06023,27,33,40,44,136,131,537,1566
06023,2019-03-19 00:00:00.000,06095,3,6,1,9,33,19,0,317
06023,2019-03-19 00:00:00.000,41047,1,0,2,0,13,18,216,0
06023,2019-03-20 00:00:00.000,06023,44,52,70,72,270,482,1110,4692
06023,2019-03-20 00:00:00.000,06035,1,1,0,0,16,0,7,0
06023,2019-03-20 00:00:00.000,06095,3,5,3,12,3,4,0,17
06023,2019-03-21 00:00:00.000,04013,8,8,16,22,79,154,682,415
06023,2019-03-21 00:00:00.000,06023,42,44,68,87,307,404,2149,3435
06023,2019-03-21 00:00:00.000,06081,1,5,2,0,4,28,41,0
06023,2019-03-21 00:00:00.000,32007,2,0,3,0,2,27,0,0
06023,2019-03-22 00:00:00.000,04013,9,11,9,24,25,29,244,210
06023,2019-03-22 00:00:00.000,06011,1,1,1,4,24,91,40,0
06023,2019-03-22 00:00:00.000,06023,51,49,89,92,214,334,2158,4658
06023,2019-03-22 00:00:00.000,06045,1,2,0,1,0,0,0,0
06023,2019-03-22 00:00:00.000,06067,1,0,1,1,24,1,0,0
06023,2019-03-22 00:00:00.000,12057,1,5,0,1,12,13,210,0
06023,2019-03-22 00:00:00.000,32007,1,1,1,1,55,28,0,37
06023,2019-03-22 00:00:00.000,48201,1,1,1,1,0,0,64,0
06023,2019-03-22 00:00:00.000,49035,1,1,1,1,2,25,0,33
06023,2019-03-23 00:00:00.000,04013,8,8,20,27,8,0,207,518
06023,2019-03-23 00:00:00.000,06023,42,52,56,67,300,323,1636,3777
06023,2019-03-23 00:00:00.000,06097,1,2,1,0,13,0,0,0
06023,2019-03-23 00:00:00.000,06099,1,1,1,0,0,0,0,0
06023,2019-03-23 00:00:00.000,12103,3,6,6,1,23,31,20,105
06023,2019-03-23 00:00:00.000,49035,2,0,2,1,4,21,82,448
06023,2019-03-23 00:00:00.000,49049,2,5,6,2,20,0,0,465
06023,2019-03-24 00:00:00.000,04013,5,6,3,3,0,60,31,595
06023,2019-03-24 00:00:00.000,06023,33,37,32,67,135,301,1232,4143
06023,2019-03-24 00:00:00.000,06041,1,2,1,0,0,6,51,37
06023,2019-03-24 00:00:00.000,12103,2,1,4,16,7,25,271,161
06023,2019-03-24 00:00:00.000,49035,2,2,6,9,0,0,0,0
06023,2019-03-25 00:00:00.000,06023,46,48,60,104,210,323,1300,2132
06023,2019-03-25 00:00:00.000,12057,2,2,0,2,0,0,119,0
06023,2019-03-25 00:00:00.000,13063,1,2,5,0,0,0,111,5
06023,2019-03-25 00:00:00.000,49035,1,2,0,2,2,14,0,0
06023,2019-03-26 00:00:00.000,06023,43,47,52,78,175,395,2183,3930
06023,2019-03-26 00:00:00.000,06067,5,3,5,5,7,9,0,0
06023,2019-03-26 00:00:00.000,06073,2,4,3,0,11,15,338,51
06023,2019-03-26 00:00:00.000,06095,5,4,3,3,40,103,102,564
06023,2019-03-26 00:00:00.000,42101,3,4,4,10,15,11,255,981
06023,2019-03-27 00:00:00.000,06023,22,24,35,28,115,226,1301,1957
06023,2019-03-27 00:00:00.000,06067,1,0,7,0,13,0,62,0
06023,2019-03-27 00:00:00.000,06095,2,3,3,6,43,0,0,37
06023,2019-03-27 00:00:00.000,06113,5,11,16,3,39,17,121,293
06023,2019-03-27 00:00:00.000,41047,1,1,0,2,2,9,0,0
06023,2019-03-27 00:00:00.000,42101,4,1,8,0,7,19,140,888
06023,2019-03-28 00:00:00.000,06023,38,42,59,53,205,155,1259,2848
06023,2019-03-28 00:00:00.000,06045,3,4,2,20,1,0,8,0
06023,2019-03-28 00:00:00.000,06073,1,1,2,0,16,0,0,0
06023,2019-03-28 00:00:00.000,06075,1,3,7,2,5,17,0,200
06023,2019-03-28 00:00:00.000,06095,1,0,5,18,0,20,0,94
06023,2019-03-28 00:00:00.000,06097,1,0,5,0,6,0,13,0
06023,2019-03-28 00:00:00.000,41047,3,3,7,0,19,15,51,57
06023,2019-03-28 00:00:00.000,42101,4,3,14,6,0,31,732,174
06023,2019-03-29 00:00:00.000,06023,34,37,48,43,182,221,911,2851
06023,2019-03-29 00:00:00.000,06033,1,1,0,0,1,0,0,205
06023,2019-03-29 00:00:00.000,06061,1,1,0,5,16,0,0,98
06023,2019-03-29 00:00:00.000,06075,6,7,7,2,15,24,84,24
06023,2019-03-29 00:00:00.000,41047,1,1,3,0,6,102,0,0
06023,2019-03-29 00:00:00.000,42101,2,2,0,0,0,3,264,555
06023,2019-03-29 00:00:00.000,49035,3,2,3,1,18,2,218,359
06023,2019-03-30 00:00:00.000,06023,45,47,42,72,191,264,2195,3130
06023,2019-03-30 00:00:00.000,06045,1,1,0,3,0,0,0,118
06023,2019-03-30 00:00:00.000,06061,3,3,2,8,1,7,325,9
06023,2019-03-30 00:00:00.000,06073,3,4,3,5,16,87,267,166
06023,2019-03-30 00:00:00.000,06075,10,11,13,13,2,11,86,607
06023,2019-03-30 00:00:00.000,06089,2,1,1,8,15,0,92,176
06023,2019-03-30 00:00:00.000,06097,1,0,0,3,5,0,0,0
06023,2019-03-30 00:00:00.000,41047,11,8,13,11,17,7,133,141
06023,2019-03-30 00:00:00.000,49035,4,4,6,4,0,39,0,221
06023,2019-03-31 00:00:00.000,06023,32,33,35,28,114,217,950,756
06023,2019-03-31 00:00:00.000,06103,1,0,2,1,0,11,600,0
06023,2019-03-31 00:00:00.000,32031,3,2,4,2,18,20,68,74
06023,2019-03-31 00:00:00.000,41033,1,2,3,4,22,0,0,0
06023,2019-03-31 00:00:00.000,41047,6,6,2,0,42,32,69,262
06025,2019-03-01 00:00:00.000,06025,52,51,65,121,177,525,2951,4143
06025,2019-03-01 00:00:00.000,06037,3,2,3,4,6,94,200,259
06025,2019-03-01 00:00:00.000,06065,6,8,9,17,18,87,233,628
06025,2019-03-01 00:00:00.000,06071,1,1,0,0,0,5,28,0
06025,2019-03-01 00:00:00.000,06073,4,5,8,1,27,8,179,291
06025,2019-03-01 00:00:00.000,16019,1,1,1,3,1,0,478,0
06025,2019-03-01 00:00:00.000,32003,2,0,2,2,13,18,0,80
06025,2019-03-02 00:00:00.000,04013,1,1,0,1,0,0,0,33
06025,2019-03-02 00:00:00.000,06025,57,66,88,99,211,349,2252,3889
06025,2019-03-02 00:00:00.000,06065,2,3,2,5,0,0,158,0
06025,2019-03-02 00:00:00.000,06073,2,2,5,2,9,0,0,414
06025,2019-03-02 00:00:00.000,30043,1,2,0,0,0,43,0,82
06025,2019-03-03 00:00:00.000,06025,40,41,50,98,214,366,2253,2317
06025,2019-03-04 00:00:00.000,06025,49,40,47,74,192,356,1334,2979
06025,2019-03-04 00:00:00.000,06065,2,9,9,4,5,22,102,39
06025,2019-03-04 00:00:00.000,06073,1,2,0,1,9,0,0,0
06025,2019-03-05 00:00:00.000,04027,1,2,1,0,21,14,34,201
06025,2019-03-05 00:00:00.000,06025,40,42,47,73,183,199,1062,3358
06025,2019-03-05 00:00:00.000,06065,2,6,2,7,46,4,410,149
06025,2019-03-06 00:00:00.000,04013,5,8,6,10,7,5,246,393
06025,2019-03-06 00:00:00.000,06025,50,53,63,92,178,236,1761,4443
06025,2019-03-06 00:00:00.000,06037,2,3,0,0,15,3,170,239
06025,2019-03-06 00:00:00.000,06065,4,1,4,8,7,39,78,254
06025,2019-03-06 00:00:00.000,06073,2,4,0,9,0,10,138,733
06025,2019-03-07 00:00:00.000,06025,42,61,56,95,122,392,1051,4156
06025,2019-03-07 00:00:00.000,06037,12,7,19,29,25,139,815,1768
06025,2019-03-07 00:00:00.000,06065,3,3,0,0,19,44,298,42
06025,2019-03-07 00:00:00.000,06071,1,0,1,1,9,2,0,0
06025,2019-03-08 00:00:00.000,06025,61,68,94,63,221,658,2013,3793
06025,2019-03-08 00:00:00.000,06037,2,3,0,2,8,0,229,111
06025,2019-03-08 00:00:00.000,06065,4,5,9,11,38,9,276,915
06025,2019-03-08 00:00:00.000,32003,9,14,11,2,33,27,292,836
06025,2019-03-09 00:00:00.000,04027,2,1,5,10,0,43,44,131
06025,2019-03-09 00:00:00.000,06025,52,55,64,123,152,409,1270,4287
06025,2019-03-09 00:00:00.000,06037,1,1,2,6,0,3,61,0
06025,2019-03-09 00:00:00.000,06065,1,3,6,0,45,40,184,20
06025,2019-03-09 00:00:00.000,06073,2,3,4,2,7,0,430,3
06025,2019-03-09 00:00:00.000,32003,4,3,4,1,1,2,0,65
06025,2019-03-10 00:00:00.000,06025,39,37,55,72,158,294,1453,2584
06025,2019-03-10 00:00:00.000,06065,1,1,3,1,5,0,0,0
06025,2019-03-11 00:00:00.000,04027,5,5,5,2,25,98,182,249
06025,2019-03-11 00:00:00.000,06025,52,49,71,81,252,370,1529,2044
06025,2019-03-11 00:00:00.000,06065,4,3,9,4,17,3,0,0
06025,2019-03-11 00:00:00.000,06073,5,8,4,18,28,58,271,426
06025,2019-03-12 00:00:00.000,04027,2,6,5,2,0,5,498,590
06025,2019-03-12 00:00:00.000,06025,53,62,78,123,162,435,1537,3541
06025,2019-03-12 00:00:00.000,06065,2,2,4,4,10,0,66,0
06025,2019-03-12 00:00:00.000,06071,1,2,2,13,9,10,3,71
06025,2019-03-13 00:00:00.000,04027,1,1,1,3,0,0,15,0
06025,2019-03-13 00:00:00.000,06025,41,37,67,39,203,387,1507,2225
06025,2019-03-13 00:00:00.000,06037,4,9,4,0,8,65,0,215
06025,2019-03-13 00:00:00.000,06065,7,5,6,8,75,72,108,387
06025,2019-03-13 00:00:00.000,06071,1,1,1,1,5,0,0,162
06025,2019-03-14 00:00:00.000,06025,52,72,52,91,227,428,1594,3153
06025,2019-03-14 00:00:00.000,06037,12,17,15,14,87,35,396,921
06025,2019-03-14 00:00:00.000,06065,7,12,1,32,28,30,90,118
06025,2019-03-14 00:00:00.000,06073,5,4,5,8,0,190,102,0
06025,2019-03-15 00:00:00.000,06025,46,47,71,82,185,404,1478,3141
06025,2019-03-15 00:00:00.000,06037,2,2,0,1,21,46,0,110
06025,2019-03-15 00:00:00.000,06059,1,3,1,4,0,20,14,42
06025,2019-03-15 00:00:00.000,06065,13,18,23,45,62,107,1065,549
06025,2019-03-15 00:00:00.000,06073,3,5,8,3,14,4,92,97
06025,2019-03-16 00:00:00.000,06025,44,45,56,77,108,292,1390,3073
06025,2019-03-16 00:00:00.000,06037,2,1,4,5,2,35,0,127
06025,2019-03-16 00:00:00.000,06059,5,6,9,6,4,45,103,209
06025,2019-03-16 00:00:00.000,06065,1,2,0,2,0,18,0,438
06025,2019-03-16 00:00:00.000,06071,2,3,2,3,5,6,196,630
06025,2019-03-16 00:00:00.000,06073,3,3,5,3,18,35,30,75
06025,2019-03-17 00:00:00.000,06025,33,35,57,58,181,319,1534,2079
06025,2019-03-17 00:00:00.000,06037,3,5,4,2,3,35,57,0
06025,2019-03-17 00:00:00.000,06059,1,1,3,1,22,12,107,201
06025,2019-03-17 00:00:00.000,06065,1,2,0,1,5,0,0,0
06025,2019-03-17 00:00:00.000,32003,1,0,0,0,0,0,0,0
06025,2019-03-18 00:00:00.000,06025,50,77,62,58,200,384,1382,5298
06025,2019-03-18 00:00:00.000,06065,4,6,4,21,5,65,0,285
06025,2019-03-18 00:00:00.000,06071,2,1,6,1,5,0,99,230
06025,2019-03-18 00:00:00.000,06073,12,13,15,17,43,66,94,1066
06025,2019-03-19 00:00:00.000,06025,41,41,48,83,75,278,1467,1834
06025,2019-03-19 00:00:00.000,06037,3,4,2,7,5,10,155,2
06025,2019-03-19 00:00:00.000,06073,5,5,15,21,18,54,285,62
06025,2019-03-20 00:00:00.000,06025,53,60,70,97,228,380,1583,3637
06025,2019-03-20 00:00:00.000,06037,2,3,1,7,0,3,0,183
06025,2019-03-20 00:00:00.000,06065,1,0,1,4,29,0,41,491
06025,2019-03-21 00:00:00.000,04027,2,3,0,0,0,0,0,80
06025,2019-03-21 00:00:00.000,06025,47,43,47,113,161,339,1892,6163
06025,2019-03-21 00:00:00.000,06037,10,14,11,19,91,38,143,564
06025,2019-03-21 00:00:00.000,06059,5,4,13,6,0,16,125,748
06025,2019-03-21 00:00:00.000,06065,14,17,11,25,36,125,180,620
06025,2019-03-21 00:00:00.000,06073,1,3,0,1,18,31,36,270
06025,2019-03-22 00:00:00.000,06025,46,45,44,114,227,226,1461,3492
06025,2019-03-22 00:00:00.000,06037,2,3,5,2,3,39,6,329
06025,2019-03-22 00:00:00.000,06059,7,11,9,11,13,87,353,248
06025,2019-03-22 00:00:00.000,06065,4,7,19,0,25,22,54,101
06025,2019-03-23 00:00:00.000,06025,40,42,55,74,138,224,1521,2092
06025,2019-03-23 00:00:00.000,06059,22,29,29,16,20,57,1486,960
06025,2019-03-23 00:00:00.000,06065,2,2,0,4,14,11,180,489
06025,2019-03-23 00:00:00.000,06073,6,5,10,6,19,80,205,808
06025,2019-03-23 00:00:00.000,32003,7,7,12,12,16,54,376,4
06025,2019-03-24 00:00:00.000,06025,23,42,19,27,130,91,840,1992
06025,2019-03-24 00:00:00.000,06059,7,7,9,20,27,18,54,813
06025,2019-03-24 00:00:00.000,06065,1,0,5,2,0,0,0,252
06025,2019-03-24 00:00:00.000,06073,5,7,5,7,51,15,80,601
06025,2019-03-24 00:00:00.000,32003,3,8,1,4,10,20,46,26
06025,2019-03-25 00:00:00.000,06025,44,52,46,68,99,379,842,2422
06025,2019-03-25 00:00:00.000,06059,1,2,0,2,8,0,0,0
06025,2019-03-25 00:00:00.000,06065,1,2,1,0,0,34,70,194
06025,2019-03-25 00:00:00.000,06073,1,0,0,0,6,0,181,347
06025,2019-03-26 00:00:00.000,04013,1,2,2,1,8,0,0,0
06025,2019-03-26 00:00:00.000,06025,48,51,62,80,120,452,1630,3233
06025,2019-03-26 00:00:00.000,06037,8,8,11,9,15,19,193,101
06025,2019-03-26 00:00:00.000,06065,5,3,8,5,49,32,185,405
06025,2019-03-26 00:00:00.000,06073,2,6,2,3,0,0,79,96
06025,2019-03-27 00:00:00.000,06025,28,31,38,35,144,199,1850,3415
06025,2019-03-27 00:00:00.000,06029,2,1,0,9,0,8,0,0
06025,2019-03-27 00:00:00.000,06037,7,8,18,6,13,79,397,934
06025,2019-03-27 00:00:00.000,06047,1,2,2,3,6,0,0,0
06025,2019-03-27 00:00:00.000,06053,2,2,3,3,16,0,11,412
06025,2019-03-27 00:00:00.000,06065,1,0,2,0,16,23,0,0
06025,2019-03-27 00:00:00.000,06071,2,0,2,0,8,2,0,0
06025,2019-03-27 00:00:00.000,06073,2,3,3,5,11,53,22,386
06025,2019-03-28 00:00:00.000,04027,1,0,0,2,3,0,0,0
06025,2019-03-28 00:00:00.000,06025,27,38,29,66,172,394,528,797
06025,2019-03-28 00:00:00.000,06037,12,14,30,20,35,99,283,310
06025,2019-03-28 00:00:00.000,06065,4,3,10,14,50,13,124,966
06025,2019-03-28 00:00:00.000,06073,6,18,9,11,66,62,38,1363
06025,2019-03-29 00:00:00.000,04013,4,1,3,16,1,7,231,0
06025,2019-03-29 00:00:00.000,06025,42,31,71,88,207,320,2580,4293
06025,2019-03-29 00:00:00.000,06037,12,24,19,17,57,51,630,1248
06025,2019-03-29 00:00:00.000,06039,1,1,2,0,0,0,0,0
06025,2019-03-29 00:00:00.000,06053,4,6,8,13,25,11,225,0
06025,2019-03-29 00:00:00.000,06065,8,8,18,8,21,0,659,624
06025,2019-03-29 00:00:00.000,06073,1,1,0,2,0,0,9,0
06025,2019-03-30 00:00:00.000,04027,1,0,3,1,0,14,0,43
06025,2019-03-30 00:00:00.000,06025,36,39,53,71,136,390,1669,4044
06025,2019-03-30 00:00:00.000,06029,2,1,2,1,2,8,30,354
06025,2019-03-30 00:00:00.000,06037,3,0,4,5,11,0,39,556
06025,2019-03-30 00:00:00.000,06065,5,6,7,4,17,35,234,0
06025,2019-03-30 00:00:00.000,06073,1,3,0,0,0,0,0,0
06025,2019-03-31 00:00:00.000,06025,31,41,50,61,119,220,2331,3407
06025,2019-03-31 00:00:00.000,06065,7,10,12,6,11,82,233,807
06025,2019-03-31 00:00:00.000,06073,5,9,7,15,39,62,155,31
06027,2019-03-01 00:00:00.000,06027,6,6,8,9,35,24,228,512
06027,2019-03-01 00:00:00.000,06059,2,2,0,3,1,25,6,77
06027,2019-03-01 00:00:00.000,32003,1,0,0,2,2,18,70,112
06027,2019-03-02 00:00:00.000,06027,2,0,3,1,0,23,44,33
06027,2019-03-02 00:00:00.000,06029,6,12,12,13,74,29,385,202
06027,2019-03-02 00:00:00.000,06051,2,1,6,0,36,45,166,4
06027,2019-03-02 00:00:00.000,06059,4,3,4,11,11,0,187,377
06027,2019-03-03 00:00:00.000,06027,4,4,6,8,78,46,362,439
06027,2019-03-03 00:00:00.000,06029,5,3,5,5,50,63,22,216
06027,2019-03-03 00:00:00.000,06051,2,11,7,8,8,17,109,0
06027,2019-03-04 00:00:00.000,06027,10,9,12,26,20,12,394,304
06027,2019-03-05 00:00:00.000,06027,3,4,9,7,11,28,146,887
06027,2019-03-06 00:00:00.000,06027,7,14,8,4,13,25,14,0
06027,2019-03-06 00:00:00.000,06083,1,2,1,15,21,32,0,0
06027,2019-03-07 00:00:00.000,06027,4,4,5,9,18,83,9,283
06027,2019-03-07 00:00:00.000,06059,1,1,1,6,0,20,0,156
06027,2019-03-07 00:00:00.000,06071,1,1,0,1,0,10,13,0
06027,2019-03-07 00:00:00.000,06079,1,0,0,7,8,31,0,141
06027,2019-03-08 00:00:00.000,06027,3,7,3,2,0,19,74,48
06027,2019-03-08 00:00:00.000,06059,8,9,12,12,14,33,128,78
06027,2019-03-08 00:00:00.000,06079,2,4,2,17,1,4,105,256
06027,2019-03-08 00:00:00.000,32019,2,0,8,6,2,20,445,234
06027,2019-03-08 00:00:00.000,32021,1,2,2,3,0,7,18,0
06027,2019-03-09 00:00:00.000,06027,1,1,4,5,0,0,156,318
06027,2019-03-09 00:00:00.000,06059,4,5,5,6,0,53,0,0
06027,2019-03-09 00:00:00.000,06083,1,1,2,0,0,0,32,247
06027,2019-03-09 00:00:00.000,06111,1,0,0,0,1,0,0,64
06027,2019-03-09 00:00:00.000,32019,2,6,4,3,18,15,2,0
06027,2019-03-10 00:00:00.000,06037,2,3,1,1,3,31,98,31
06027,2019-03-10 00:00:00.000,06059,1,1,0,0,0,16,70,209
06027,2019-03-10 00:00:00.000,06071,1,0,2,0,0,0,114,0
06027,2019-03-10 00:00:00.000,32019,1,0,4,1,13,0,0,0
06027,2019-03-10 00:00:00.000,32021,1,0,2,1,0,0,0,0
06027,2019-03-11 00:00:00.000,06027,12,15,14,21,47,6,399,249
06027,2019-03-12 00:00:00.000,06027,7,10,9,15,59,60,408,1015
06027,2019-03-13 00:00:00.000,06027,9,15,14,15,23,127,99,449
06027,2019-03-13 00:00:00.000,06067,3,1,6,3,24,20,353,0
06027,2019-03-14 00:00:00.000,06027,7,9,11,4,5,21,18,187
06027,2019-03-14 00:00:00.000,06067,1,1,1,2,4,0,0,0
06027,2019-03-15 00:00:00.000,06027,13,20,12,12,60,53,103,508
06027,2019-03-16 00:00:00.000,06027,5,5,10,24,62,38,843,280
06027,2019-03-17 00:00:00.000,06027,1,1,0,0,5,20,0,0
06027,2019-03-18 00:00:00.000,06027,5,4,6,4,0,53,22,486
06027,2019-03-19 00:00:00.000,06027,9,7,13,5,27,60,0,318
06027,2019-03-20 00:00:00.000,06027,6,12,9,6,19,38,0,145
06027,2019-03-21 00:00:00.000,06027,7,6,5,4,4,35,0,157
06027,2019-03-22 00:00:00.000,06027,6,6,0,15,5,20,85,380
06027,2019-03-23 00:00:00.000,06027,2,2,3,0,16,0,0,918
06027,2019-03-23 00:00:00.000,06059,2,3,2,2,11,0,0,0
06027,2019-03-24 00:00:00.000,06027,2,2,2,18,19,1,99,260
06027,2019-03-24 00:00:00.000,06073,3,0,6,10,18,34,10,0
06027,2019-03-25 00:00:00.000,06027,4,3,2,4,50,113,199,2
06027,2019-03-25 00:00:00.000,06073,6,8,12,9,39,88,86,880
06027,2019-03-26 00:00:00.000,06027,8,11,3,20,9,86,84,368
06027,2019-03-26 00:00:00.000,06059,1,0,0,0,0,35,0,0
06027,2019-03-26 00:00:00.000,06083,2,2,7,3,0,5,173,671
06027,2019-03-27 00:00:00.000,06027,6,8,9,1,6,147,173,80
06027,2019-03-28 00:00:00.000,06027,4,0,16,7,22,29,168,758
06027,2019-03-29 00:00:00.000,06027,6,13,6,2,12,0,19,50
06027,2019-03-30 00:00:00.000,06027,3,7,4,12,0,4,380,145
06027,2019-03-30 00:00:00.000,06029,3,3,3,10,10,95,7,1760
06029,2019-03-01 00:00:00.000,06029,429,516,592,785,1763,3595,16128,29405
06029,2019-03-01 00:00:00.000,06031,3,2,6,2,9,6,0,511
06029,2019-03-01 00:00:00.000,06037,12,13,29,15,71,65,311,39
06029,2019-03-01 00:00:00.000,06047,1,0,0,1,21,0,0,322
06029,2019-03-01 00:00:00.000,06059,1,2,0,5,0,0,0,0
06029,2019-03-01 00:00:00.000,06071,1,0,0,3,0,55,122,588
06029,2019-03-01 00:00:00.000,06107,2,3,0,0,9,5,0,0
06029,2019-03-01 00:00:00.000,06111,2,1,2,7,1,0,340,46
06029,2019-03-01 00:00:00.000,17031,4,8,6,13,20,38,0,232
06029,2019-03-01 00:00:00.000,32003,15,21,12,27,34,109,333,1494
06029,2019-03-01 00:00:00.000,35006,1,0,0,0,23,2,104,92
06029,2019-03-01 00:00:00.000,35041,1,1,1,4,0,29,0,160
06029,2019-03-01 00:00:00.000,48005,1,2,4,4,0,16,115,0
06029,2019-03-01 00:00:00.000,48085,4,5,2,7,40,12,70,722
06029,2019-03-01 00:00:00.000,48227,1,0,1,0,0,14,0,0
06029,2019-03-01 00:00:00.000,48303,2,1,1,1,12,54,34,0
06029,2019-03-02 00:00:00.000,06029,293,320,381,564,1204,1937,9981,15205
06029,2019-03-02 00:00:00.000,06031,3,2,1,6,7,1,52,533
06029,2019-03-02 00:00:00.000,06037,45,47,82,53,166,443,1636,3222
06029,2019-03-02 00:00:00.000,06059,12,10,18,33,66,52,964,649
06029,2019-03-02 00:00:00.000,06065,1,3,4,0,15,5,557,0
06029,2019-03-02 00:00:00.000,06079,10,15,12,6,73,49,837,1150
06029,2019-03-02 00:00:00.000,06107,2,1,1,0,0,53,0,0
06029,2019-03-02 00:00:00.000,17031,3,5,3,0,4,5,14,506
06029,2019-03-02 00:00:00.000,22015,4,4,3,12,6,56,0,374
06029,2019-03-02 00:00:00.000,22017,2,4,5,8,19,29,86,227
06029,2019-03-02 00:00:00.000,22019,1,1,1,0,4,0,35,54
06029,2019-03-02 00:00:00.000,32003,34,37,38,26,69,85,596,617
06029,2019-03-02 00:00:00.000,48085,3,0,5,8,24,0,145,312
06029,2019-03-02 00:00:00.000,48227,1,5,2,0,0,0,0,0
06029,2019-03-02 00:00:00.000,48329,2,5,2,0,0,49,0,0
06029,2019-03-03 00:00:00.000,04003,1,1,1,2,0,61,0,156
06029,2019-03-03 00:00:00.000,06029,248,304,351,398,1056,2102,11710,24866
06029,2019-03-03 00:00:00.000,06031,1,1,1,13,0,5,679,33
06029,2019-03-03 00:00:00.000,06037,42,37,59,91,158,282,491,3262
06029,2019-03-03 00:00:00.000,06059,12,20,11,16,42,91,392,1386
06029,2019-03-03 00:00:00.000,06071,3,6,4,11,10,16,0,555
06029,2019-03-03 00:00:00.000,06079,1,1,3,0,6,20,298,23
06029,2019-03-03 00:00:00.000,06107,2,1,2,7,5,45,284,4
06029,2019-03-03 00:00:00.000,17031,8,8,10,7,1,14,386,92
06029,2019-03-03 00:00:00.000,22015,1,0,0,1,0,12,24,0
06029,2019-03-03 00:00:00.000,22069,2,3,2,6,20,10,0,158
06029,2019-03-03 00:00:00.000,32003,14,14,6,15,55,77,322,1253
